0x1203030,0x14,0x3a,1703798005.890943
0x1203030,0x15,0x3d,1703798005.890943
0x1203030,0x20,0x49,1703798005.891443
0x1203030,0x27,0x4e,1703798005.891443
0x1203030,0x33,0x5b,1703798005.891443
0x1203030,0x38,0x60,1703798005.891443
0x1203030,0x3c,0x68,1703798005.891443
0x1203030,0x45,0x70,1703798005.891443
0x1203030,0x54,0xa2,1703798005.891443
0x1203030,0x73,0xff,1703798005.891443
0x1203030,0x73,0x103,1703798005.891443
0x1203031,0x5,0x1b,1703798017.977873
0x1203031,0x5,0x1f,1703798017.977873
0x1203031,0x7,0x34,1703798017.977873
0x1203031,0xb,0x3b,1703798017.977873
0x1203031,0x22,0x56,1703798017.977873
0x1203031,0x23,0x57,1703798017.977873
0x1203031,0x24,0x58,1703798017.977873
0x1203031,0x25,0x59,1703798017.977873
0x1203031,0x47,0x67,1703798017.977873
0x1203031,0x48,0x68,1703798017.977873
0x1203031,0x4f,0x6a,1703798017.977873
0x1203031,0x62,0x9f,1703798017.977873
0x1203031,0x6c,0xb3,1703798017.977873
0x1203031,0x6d,0xbb,1703798017.977873
0x1203031,0x70,0xc1,1703798017.977873
0x1203031,0x70,0xc5,1703798018.021107
0x1203031,0x8e,0x10f,1703798018.021107
0x1203031,0x8e,0x126,1703798018.021107
0x1203031,0x8e,0x127,1703798018.021662
0x1203031,0x8e,0x128,1703798018.021662
0x1203031,0x9b,0x167,1703798018.021662
0x1203031,0x9b,0x16b,1703798018.021662
0x1203031,0xbd,0x1bf,1703798018.021662
0x1203031,0xc6,0x1db,1703798018.021662
0x1203031,0xc6,0x1dd,1703798018.021662
0x1203031,0xc6,0x1e4,1703798018.021662
0x1203032,0x0,0x4,1703798030.375995
0x1203032,0x1,0xd,1703798030.375995
0x1203032,0x3,0x21,1703798030.376503
0x1203032,0x8,0x45,1703798030.376503
0x1203032,0xc,0x4d,1703798030.382501
0x1203032,0xc,0x51,1703798030.382501
0x1203032,0x11,0x54,1703798030.382501
0x1203032,0x15,0x55,1703798030.382501
0x1203032,0x16,0x56,1703798030.382501
0x1203032,0x17,0x57,1703798030.382501
0x1203032,0x19,0x59,1703798030.382501
0x1203032,0x2d,0x7c,1703798030.382501
0x1203032,0x31,0x81,1703798030.382501
0x1203032,0x32,0x82,1703798030.382501
0x1203032,0x3d,0x8e,1703798030.389896
0x1203032,0x41,0x92,1703798030.389896
0x1203032,0x42,0x96,1703798030.390467
0x1203032,0x4d,0xb3,1703798030.390467
0x1203032,0x7f,0x12a,1703798030.390467
0x1203032,0x8b,0x14b,1703798030.390467
0x1203032,0x8b,0x14f,1703798030.390467
0x1203033,0x10,0x49,1703798042.363594
0x1203033,0x18,0x5e,1703798042.363594
0x1203033,0x27,0x68,1703798042.364089
0x1203033,0x3e,0x83,1703798042.364089
0x1203033,0x46,0x87,1703798042.364089
0x1203033,0x4b,0x8d,1703798042.364089
0x1203033,0x55,0xa5,1703798042.364089
0x1203033,0x56,0xae,1703798042.364089
0x1203033,0x61,0xcd,1703798042.364089
0x1203033,0x7b,0x10a,1703798042.364089
0x1203034,0xb,0x2c,1703798053.50738
0x1203034,0xe,0x2f,1703798053.507851
0x1203034,0x22,0x4c,1703798053.507851
0x1203034,0x38,0x62,1703798053.507851
0x1203034,0x39,0x63,1703798053.507851
0x1203034,0x3a,0x64,1703798053.507851
0x1203034,0x3b,0x65,1703798053.507851
0x1203034,0x3f,0x6b,1703798053.507851
